Device_ID,Test_Type,Stress_Temperature_C,Stress_Voltage_V,Humidity_Percent,Failure_Time_Hours,Censored,Batch_ID
D0056,HTOL,100,4.0,40,1207.2382424211623,0,B2
D0057,HTOL,100,4.0,40,2000.0,1,B3
D0058,HTOL,100,4.0,40,1652.2246319466142,0,B1
D0059,HTOL,100,4.0,40,843.8503050354255,0,B2
D0060,HTOL,100,4.0,40,1429.8044426983452,0,B1
D0061,HTOL,100,4.0,40,1673.3501750490698,0,B1
D0062,HTOL,100,4.0,40,1084.7261661626765,0,B1
D0063,HTOL,100,4.0,40,422.34996368157664,0,B2
D0064,HTOL,100,4.0,40,473.8438237396553,0,B4
D0065,HTOL,100,4.0,40,915.5468271792338,0,B3
D0066,HTOL,100,4.0,40,1985.9731099694811,0,B1
D0067,HTOL,100,4.0,40,546.5427918053495,0,B3
D0068,HTOL,100,4.0,40,1104.7737932226348,0,B4
D0069,HTOL,100,4.0,40,2000.0,1,B2
D0070,HTOL,100,4.0,40,2000.0,1,B4
D0071,HTOL,100,4.0,40,1799.237141479138,0,B1
D0072,HTOL,100,4.0,40,792.2798701646244,0,B4
D0073,HTOL,100,4.0,40,896.5760893167181,0,B1
D0074,HTOL,100,4.0,40,1412.9858076245932,0,B3
D0075,HTOL,100,4.0,40,1402.6550148974118,0,B3
D0076,HTOL,100,4.0,40,821.3123552053373,0,B3
D0077,HTOL,100,4.0,40,2000.0,1,B4
D0078,HTOL,100,4.0,40,1044.808342007444,0,B2
D0079,HTOL,100,4.0,40,2000.0,1,B4
D0080,HTOL,100,4.0,40,797.8294779931898,0,B3
D0081,HTOL,100,4.0,40,1134.510284707088,0,B4
D0082,HTOL,100,4.0,40,1240.4632184856607,0,B4
D0083,HTOL,100,4.0,40,997.0454296519889,0,B3
D0084,HTOL,100,4.0,40,1940.9859701323523,0,B2
D0085,HTOL,100,4.0,40,1934.080336141769,0,B4
D0086,HTOL,100,4.0,40,1648.2540021039244,0,B1
D0087,HTOL,100,4.0,40,2000.0,1,B4
D0088,HTOL,100,4.0,40,303.93695214361804,0,B2
D0089,HTOL,100,4.0,40,1652.6440415202303,0,B1
D0090,HTOL,100,4.0,40,1217.3793254154448,0,B1
D0091,HTOL,100,4.0,40,1364.5181550536283,0,B2
D0092,HTOL,100,4.0,40,2000.0,1,B2
D0093,HTOL,100,4.0,40,1472.8694040552493,0,B1
D0094,HTOL,100,4.0,40,408.6680937610828,0,B4
D0095,HTOL,100,4.0,40,787.9898104425022,0,B1
D0096,HTOL,100,4.0,40,2000.0,1,B2
D0097,HTOL,100,4.0,40,2000.0,1,B1
D0098,HTOL,100,4.0,40,2000.0,1,B1
D0099,HTOL,100,4.0,40,2000.0,1,B1
D0100,HTOL,100,4.0,40,2000.0,1,B2
D0101,HTOL,100,4.0,40,2000.0,1,B4
D0102,HTOL,100,4.0,40,869.3258035381416,0,B3
D0103,HTOL,100,4.0,40,2000.0,1,B4
D0104,HTOL,100,4.0,40,424.1414559570028,0,B3
D0105,HTOL,100,4.0,40,1618.535846098047,0,B1
D0106,HTOL,100,4.0,40,251.07947491481937,0,B4
D0107,HTOL,100,4.0,40,1120.7668065828939,0,B3
D0108,HTOL,100,4.0,40,870.2754435753895,0,B1
D0109,HTOL,100,4.0,40,2000.0,1,B2
D0110,HTOL,100,4.0,40,2000.0,1,B1
D0111,HTOL,100,4.0,40,2000.0,1,B2
D0112,HTOL,100,4.0,40,1497.186654388212,0,B4
D0113,HTOL,100,4.0,40,2000.0,1,B2
D0114,HTOL,100,4.0,40,894.1945522789064,0,B4
D0115,HTOL,100,4.0,40,2000.0,1,B2
D0116,HTOL,100,4.0,40,1410.7283890969136,0,B1
D0117,HTOL,100,4.0,40,1433.299282134736,0,B4
D0118,HTOL,100,4.0,40,1297.746517020747,0,B1
D0119,HTOL,100,4.0,40,1096.4579787740688,0,B4
D0120,HTOL,100,4.0,40,1829.1829877001205,0,B2
D0121,HTOL,100,4.0,40,1181.4025405845637,0,B2
D0122,HTOL,100,4.0,40,1958.5654151059864,0,B4
D0123,HTOL,100,4.0,40,2000.0,1,B3
D0124,HTOL,100,4.0,40,1461.3336329866986,0,B1
D0125,HTOL,100,4.0,40,2000.0,1,B4
D0126,HTOL,100,4.0,40,1320.462067993869,0,B3
D0127,HTOL,100,4.0,40,1226.6003486868553,0,B1
D0128,HTOL,100,4.0,40,1611.813149712287,0,B4
D0129,HTOL,100,4.0,40,1173.6227987652449,0,B3
D0130,HTOL,100,4.0,40,1429.3894056513095,0,B3
D0131,HTOL,100,4.0,40,2000.0,1,B4
D0132,HTOL,100,4.0,40,923.6677179938405,0,B4
D0133,HTOL,100,4.0,40,1523.9762791188525,0,B1
D0134,HTOL,100,4.0,40,824.2306254329137,0,B3
D0135,HTOL,100,4.0,40,754.9534978095186,0,B3
D0136,HTOL,100,4.0,40,549.7180373697166,0,B1
D0137,HTOL,100,4.0,40,1809.3391977813585,0,B3
D0138,HTOL,100,4.0,40,1572.7713594995018,0,B2
D0139,HTOL,100,4.0,40,2000.0,1,B2
D0140,HTOL,100,4.0,40,2000.0,1,B2
D0141,HTOL,100,4.0,40,1654.8783181218632,0,B4
D0142,HTOL,100,4.0,40,661.3987513566506,0,B4
D0143,HTOL,100,4.0,40,1547.9681153885456,0,B2
D0144,HTOL,100,4.0,40,2000.0,1,B4
D0145,HTOL,100,4.0,40,810.8319516682561,0,B2
D0146,HTOL,100,4.0,40,1418.2456546378855,0,B2
D0147,HTOL,100,4.0,40,435.988637557808,0,B4
D0148,HTOL,100,4.0,40,1540.7912829208751,0,B1
D0149,HTOL,100,4.0,40,1129.37914046305,0,B1
D0150,HTOL,100,4.0,40,2000.0,1,B1
D0151,HTOL,100,4.0,40,1916.480531410651,0,B3
D0152,HTOL,100,4.0,40,1791.080873713951,0,B3
D0153,HTOL,100,4.0,40,2000.0,1,B4
D0154,HTOL,100,4.0,40,2000.0,1,B2
D0155,HTOL,100,4.0,40,834.4362953365845,0,B3
D0156,HTOL,100,4.0,40,1228.155201356763,0,B3
D0157,HTOL,100,4.0,40,2000.0,1,B4
D0158,HTOL,100,4.0,40,2000.0,1,B1
D0159,HTOL,100,4.0,40,765.7103817833344,0,B3
D0160,HTOL,100,4.0,40,2000.0,1,B1
D0161,HTOL,100,4.0,40,377.62496551475124,0,B2
D0162,HTOL,100,4.0,40,1560.2286639374229,0,B3
D0163,HTOL,100,4.0,40,203.52894808613289,0,B4
D0164,HTOL,100,4.0,40,1881.766589684738,0,B1
D0165,HTOL,100,4.0,40,1133.440917251114,0,B2
D0166,HTOL,100,4.0,40,588.9171375967219,0,B4
D0167,HTOL,100,4.0,40,1777.3643544133608,0,B1
D0168,HTOL,100,4.0,40,711.8195294750948,0,B4
D0169,HTOL,100,4.0,40,1198.7108259829092,0,B1
D0170,HTOL,100,4.0,40,1699.4645823776982,0,B4
D0171,HTOL,100,4.0,40,2000.0,1,B2
D0172,HTOL,100,4.0,40,989.868483096218,0,B3
D0173,HTOL,100,4.0,40,1174.6863186682315,0,B4
D0174,HTOL,100,4.0,40,1863.04688811169,0,B1
D0175,HTOL,100,4.0,40,1086.0969779377265,0,B2
D0176,HTOL,100,4.0,40,1488.16861375379,0,B4
D0177,HTOL,100,4.0,40,2000.0,1,B2
D0178,HTOL,100,4.0,40,618.1223046813557,0,B1
D0179,HTOL,100,4.0,40,2000.0,1,B3
D0180,HTOL,100,4.0,40,1184.399668566531,0,B4
D0181,HTOL,100,4.0,40,2000.0,1,B4
D0182,HTOL,100,4.0,40,1362.170811110947,0,B1
D0183,HTOL,100,4.0,40,1048.2123815233924,0,B4
D0184,HTOL,100,4.0,40,1321.389515117549,0,B2
D0185,HTOL,100,4.0,40,2000.0,1,B4
D0186,HTOL,100,4.0,40,2000.0,1,B4
D0187,HTOL,100,4.0,40,904.9361470139638,0,B1
D0188,HTOL,100,4.0,40,516.6521200599261,0,B1
D0189,HTOL,100,4.0,40,1581.6079241334974,0,B1
D0190,HTOL,100,4.0,40,832.3107742786723,0,B4
D0191,HTOL,100,4.0,40,2000.0,1,B1
D0192,HTOL,100,4.0,40,2000.0,1,B3
D0193,HTOL,100,4.0,40,1298.3568057379389,0,B1
D0194,HTOL,100,4.0,40,942.1654156278552,0,B4
D0195,HTOL,100,4.0,40,2000.0,1,B2
D0196,HTOL,100,4.0,40,639.5734905904577,0,B4
D0197,HTOL,100,4.0,40,799.5644049729526,0,B4
D0198,HTOL,100,4.0,40,2000.0,1,B2
D0199,HTOL,100,4.0,40,2000.0,1,B1
D0200,HTOL,100,4.0,40,1907.5161320189757,0,B2
D0201,HTOL,100,4.0,40,1509.5320225223386,0,B3
D0202,HTOL,100,4.0,40,880.6124838087036,0,B4
D0203,HTOL,100,4.0,40,2000.0,1,B2
D0204,HTOL,100,4.0,40,1072.5240951694032,0,B3
D0205,HTOL,100,4.0,40,2000.0,1,B4
D0206,HTOL,100,4.0,40,2000.0,1,B3
D0207,HTOL,100,4.0,40,2000.0,1,B1
D0208,HTOL,100,4.0,40,776.3950886845797,0,B3
D0209,HTOL,100,4.0,40,2000.0,1,B2
D0210,HTOL,100,4.0,40,1680.7079656128421,0,B3
D0211,HTOL,100,4.0,40,680.8384001071554,0,B2
D0212,HTOL,100,4.0,40,1991.9683201875953,0,B4
D0213,HTOL,100,4.0,40,1460.5589057578457,0,B1
D0214,HTOL,100,4.0,40,2000.0,1,B1
D0215,HTOL,100,4.0,40,2000.0,1,B1
D0216,HTOL,100,4.0,40,2000.0,1,B1
D0217,HTOL,100,4.0,40,1672.8232394750185,0,B2
D0218,HTOL,100,4.0,40,2000.0,1,B3
D0219,HTOL,100,4.0,40,1788.6743192523504,0,B3
D0220,HTOL,100,4.0,40,1766.2731490435551,0,B2
D0221,HTOL,100,4.0,40,2000.0,1,B1
D0222,HTOL,100,4.0,40,2000.0,1,B4
D0223,HTOL,100,4.0,40,1904.4152098098386,0,B2
D0224,HTOL,100,4.0,40,1179.160812733024,0,B4
D0225,HTOL,100,4.0,40,893.7827396243051,0,B2
D0226,HTOL,100,4.0,40,1711.7662917578045,0,B3
D0227,HTOL,100,4.0,40,1257.2444240309592,0,B3
D0228,HTOL,100,4.0,40,665.6052441589185,0,B1
D0229,HTOL,100,4.0,40,1203.2433422799063,0,B3
D0230,HTOL,100,4.0,40,2000.0,1,B4
D0231,HTOL,100,4.0,40,977.435701598926,0,B2
D0232,HTOL,100,4.0,40,2000.0,1,B4
D0233,HTOL,100,4.0,40,510.8054084479664,0,B3
D0234,HTOL,100,4.0,40,2000.0,1,B2
D0235,HTOL,100,4.0,40,2000.0,1,B3
D0236,HTOL,100,4.0,40,2000.0,1,B3
D0237,HTOL,100,4.0,40,1773.859590600533,0,B1
D0238,HTOL,100,4.0,40,649.7510393296161,0,B1
D0239,HTOL,100,4.0,40,2000.0,1,B3
D0240,HTOL,100,4.0,40,1869.2319380179972,0,B4
D0241,HTOL,100,4.0,40,447.2809568455308,0,B3
D0242,HTOL,100,4.0,40,1822.267758064062,0,B4
D0243,HTOL,100,4.0,40,1115.6795693157067,0,B3
D0244,HTOL,100,4.0,40,2000.0,1,B3
D0245,HTOL,100,4.0,40,2000.0,1,B4
D0246,HTOL,100,4.0,40,1959.2009353117069,0,B2
D0247,HTOL,100,4.0,40,2000.0,1,B1
D0248,HTOL,100,4.0,40,1038.2593887255478,0,B4
D0249,HTOL,100,4.0,40,1451.6739731527182,0,B2
D0250,HTOL,100,4.0,40,626.2642234090006,0,B2
D0251,HTOL,100,4.0,40,2000.0,1,B3
D0252,HTOL,100,4.0,40,2000.0,1,B1
D0253,HTOL,100,4.0,40,2000.0,1,B2
D0254,HTOL,100,4.0,40,1479.9366498835159,0,B1
D0255,HTOL,100,4.0,40,2000.0,1,B3
D0256,HTOL,100,4.0,40,2000.0,1,B4
D0257,HTOL,100,4.0,40,2000.0,1,B1
D0258,HTOL,100,4.0,40,1364.5736401494175,0,B4
D0259,HTOL,100,4.0,40,1044.5804633929624,0,B1
D0260,HTOL,100,4.0,40,2000.0,1,B4
D0261,HTOL,100,4.0,40,1816.0298906814655,0,B2
D0262,HTOL,100,4.0,40,242.84786634127883,0,B2
D0263,HTOL,100,4.0,40,1121.8696004506282,0,B2
D0264,HTOL,100,4.0,40,1999.0840895039125,0,B2
D0265,HTOL,100,4.0,40,2000.0,1,B3
D0266,HTOL,100,4.0,40,1199.4226183758105,0,B3
D0267,HTOL,100,4.0,40,560.2405015007666,0,B3
D0268,HTOL,100,4.0,40,1896.857920400713,0,B3
D0269,HTOL,100,4.0,40,1477.7808606954495,0,B3
D0270,HTOL,100,4.0,40,1997.635765064759,0,B2
D0271,HTOL,100,4.0,40,2000.0,1,B2
D0272,HTOL,100,4.0,40,1141.7140065891501,0,B2
D0273,HTOL,100,4.0,40,1703.8051463566917,0,B1
D0274,HTOL,100,4.0,40,1478.8160881338752,0,B2
D0275,HTOL,100,4.0,40,286.5652429770148,0,B3
D0276,HTOL,100,4.0,40,398.7343772719,0,B1
D0277,HTOL,100,4.0,40,1912.84350101826,0,B1
D0278,HTOL,100,4.0,40,637.2912300245215,0,B3
D0279,HTOL,100,4.0,40,2000.0,1,B3
D0280,HTOL,100,4.0,40,2000.0,1,B4
D0281,HTOL,100,4.0,40,2000.0,1,B4
D0282,HTOL,100,4.0,40,2000.0,1,B4
D0283,HTOL,100,4.0,40,1708.6914193874727,0,B3
D0284,HTOL,100,4.0,40,733.3851525186237,0,B3
D0285,HTOL,100,4.0,40,1826.3321941268098,0,B3
D0286,HTOL,100,4.0,40,1236.7749966394163,0,B2
D0287,HTOL,100,4.0,40,2000.0,1,B1
D0288,HTOL,100,4.0,40,2000.0,1,B4
D0289,HTOL,100,4.0,40,625.5316763045196,0,B3
D0290,HTOL,100,4.0,40,2000.0,1,B3
D0291,HTOL,100,4.0,40,2000.0,1,B4
D0292,HTOL,100,4.0,40,484.42149995227123,0,B3
D0293,HTOL,100,4.0,40,2000.0,1,B4
D0294,HTOL,100,4.0,40,2000.0,1,B1
D0295,HTOL,100,4.0,40,1688.8493289179448,0,B1
D0296,HTOL,100,4.0,40,2000.0,1,B4
D0297,HTOL,100,4.0,40,2000.0,1,B3
D0298,HTOL,100,4.0,40,1654.753747352254,0,B3
D0299,HTOL,100,4.0,40,1948.8541254476204,0,B1
D0300,HTOL,100,4.0,40,1409.0485155269894,0,B4
D0301,HTOL,100,4.0,40,1531.4287892550385,0,B2
D0302,HTOL,100,4.0,40,2000.0,1,B3
D0303,HTOL,100,4.0,40,2000.0,1,B3
D0304,HTOL,100,4.0,40,1054.3631878340532,0,B3
D0305,HTOL,100,4.0,40,2000.0,1,B2
D0306,HTOL,100,4.0,40,1854.4549605138357,0,B4
D0307,HTOL,100,4.0,40,1496.4852800822785,0,B3
D0308,HTOL,100,4.0,40,2000.0,1,B1
D0309,HTOL,100,4.0,40,2000.0,1,B2
D0310,HTOL,100,4.0,40,1135.6597242589585,0,B3
D0311,HTOL,100,4.0,40,2000.0,1,B1
D0312,HTOL,100,4.0,40,1054.1174818108068,0,B4
D0313,HTOL,100,4.0,40,2000.0,1,B3
D0314,HTOL,100,4.0,40,2000.0,1,B2
D0315,HTOL,100,4.0,40,2000.0,1,B2
D0316,HTOL,100,4.0,40,187.05959837712615,0,B2
D0317,HTOL,100,4.0,40,2000.0,1,B2
D0318,HTOL,100,4.0,40,2000.0,1,B1
D0319,HTOL,100,4.0,40,933.6650347681232,0,B2
D0320,HTOL,100,4.0,40,480.88126840874384,0,B1
D0321,HTOL,100,4.0,40,1983.1740744355432,0,B1
D0322,HTOL,100,4.0,40,1086.5288129106034,0,B3
D0323,HTOL,100,4.0,40,1591.0866901052643,0,B2
D0324,HTOL,100,4.0,40,612.6804467704054,0,B4
D0325,HTOL,100,4.0,40,249.72986228266936,0,B4
D0326,HTOL,100,4.0,40,1787.7215433995802,0,B1
D0327,HTOL,100,4.0,40,611.4488006794569,0,B4
D0328,HTOL,100,4.0,40,1893.5442251523245,0,B3
D0329,HTOL,100,4.0,40,1444.325617887475,0,B1
D0330,HTOL,100,4.0,40,455.861715459448,0,B4
D0331,HTOL,100,4.0,40,1382.2740297945413,0,B3
D0332,HTOL,100,4.0,40,1195.9692759296074,0,B3
D0333,HTOL,100,4.0,40,1880.4219404490734,0,B3
D0334,HTOL,100,4.0,40,1274.406621974907,0,B3
D0335,HTOL,100,4.0,40,707.433501947043,0,B1
D0336,HTOL,100,4.0,40,1820.2263440260272,0,B3
D0337,HTOL,100,4.0,40,901.3395820049159,0,B2
D0338,HTOL,100,4.0,40,1661.5242983647406,0,B1
D0339,HTOL,100,4.0,40,1533.435103302091,0,B1
D0340,HTOL,100,4.0,40,1980.4694641305873,0,B4
D0341,HTOL,100,4.0,40,2000.0,1,B4
D0342,HTOL,100,4.0,40,1456.2841441277046,0,B3
D0343,HTOL,100,4.0,40,2000.0,1,B1
D0344,HTOL,100,4.0,40,1075.5104296217148,0,B2
D0345,HTOL,100,4.0,40,1447.3294939342954,0,B4
D0346,HTOL,100,4.0,40,1843.1568525099626,0,B1
D0347,HTOL,100,4.0,40,1386.0245804735716,0,B2
D0348,HTOL,100,4.0,40,2000.0,1,B2
D0349,HTOL,100,4.0,40,1739.5429145622243,0,B1
D0350,HTOL,100,4.0,40,2000.0,1,B4
D0351,HTOL,100,4.0,40,1458.0034684532177,0,B1
D0352,HTOL,100,4.0,40,618.2670771547473,0,B3
D0353,HTOL,100,4.0,40,2000.0,1,B1
D0354,HTOL,100,4.0,40,2000.0,1,B4
D0355,HTOL,100,4.0,40,2000.0,1,B2
D0356,HTOL,100,4.0,40,1467.1378637483606,0,B1
D0357,HTOL,100,4.0,40,2000.0,1,B3
D0358,HTOL,100,4.0,40,2000.0,1,B1
D0359,HTOL,100,4.0,40,2000.0,1,B1
D0360,HTOL,100,4.0,40,1885.6121034082053,0,B2
D0361,HTOL,100,4.0,40,1340.8408637397547,0,B1
D0362,HTOL,100,4.0,40,1359.5785974819066,0,B3
D0363,HTOL,100,4.0,40,1144.5311561715362,0,B4
D0364,HTOL,100,4.0,40,1054.6584587006248,0,B2
D0365,HTOL,100,4.0,40,2000.0,1,B3
D0366,HTOL,100,4.0,40,1134.1066307237004,0,B3
D0367,HTOL,100,4.0,40,1763.8897035598122,0,B1
D0368,HTOL,100,4.0,40,355.7274425063478,0,B3
D0369,HTOL,100,4.0,40,750.430357847426,0,B1
D0370,HTOL,100,4.0,40,1145.4392414549404,0,B1
D0371,HTOL,100,4.0,40,1161.071566606594,0,B1
D0372,HTOL,100,4.0,40,1608.2583742526435,0,B2
D0373,HTOL,100,4.0,40,2000.0,1,B4
D0374,HTOL,100,4.0,40,1133.6751308376622,0,B1
D0375,HTOL,100,4.0,40,421.38020674828107,0,B1
D0376,HTOL,100,4.0,40,2000.0,1,B4
D0377,HTOL,100,4.0,40,920.7313230269203,0,B2
D0378,HTOL,100,4.0,40,1175.6850730420065,0,B3
D0379,HTOL,100,4.0,40,2000.0,1,B1
D0380,HTOL,100,4.0,40,1810.6036049651707,0,B2
D0381,HTOL,100,4.0,40,1000.9381661037895,0,B3
D0382,HTOL,100,4.0,40,2000.0,1,B2
D0383,HTOL,100,4.0,40,1531.2391557073195,0,B3
D0384,HTOL,100,4.0,40,1071.381743369466,0,B4
D0385,HTOL,100,4.0,40,2000.0,1,B4
D0386,HTOL,100,4.0,40,2000.0,1,B4
D0387,HTOL,100,4.0,40,2000.0,1,B3
D0388,HTOL,100,4.0,40,901.4921634840188,0,B2
D0389,HTOL,100,4.0,40,1263.4029092286858,0,B4
D0390,HTOL,100,4.0,40,2000.0,1,B3
D0391,HTOL,100,4.0,40,1971.8146200294013,0,B2
D0392,HTOL,100,4.0,40,772.2812819351834,0,B1
D0393,HTOL,100,4.0,40,2000.0,1,B1
D0394,HTOL,100,4.0,40,2000.0,1,B4
D0395,HTOL,100,4.0,40,2000.0,1,B2
D0396,HTOL,100,4.0,40,1805.3386626906872,0,B2
D0397,HTOL,100,4.0,40,2000.0,1,B2
D0398,HTOL,100,4.0,40,1215.6707853809282,0,B3
D0399,HTOL,100,4.0,40,1540.1226815221644,0,B1
D0400,HTOL,100,4.0,40,1282.8112677673137,0,B4
D0401,HTOL,100,4.0,40,2000.0,1,B2
D0402,HTOL,100,4.0,40,1050.347180090627,0,B3
D0403,HTOL,100,4.0,40,1801.0759657206506,0,B3
D0404,HTOL,100,4.0,40,1835.9561953950665,0,B3
D0405,HTOL,100,4.0,40,2000.0,1,B4
D0406,HTOL,100,4.0,40,2000.0,1,B1
D0407,HTOL,100,4.0,40,2000.0,1,B1
D0408,HTOL,100,4.0,40,1344.9214111789577,0,B3
D0409,HTOL,100,4.0,40,2000.0,1,B4
D0410,HTOL,100,4.0,40,446.5377911808738,0,B3
D0411,HTOL,100,4.0,40,1612.2973937739544,0,B3
D0412,HTOL,100,4.0,40,1326.7190421978512,0,B2
D0413,HTOL,100,4.0,40,678.0317140170735,0,B3
D0414,HTOL,100,4.0,40,2000.0,1,B3
D0415,HTOL,100,4.0,40,2000.0,1,B2
D0416,HTOL,100,4.0,40,2000.0,1,B4
D0417,HTOL,100,4.0,40,832.8152180567942,0,B4
D0418,HTOL,100,4.0,40,291.1741672936643,0,B2
D0419,HTOL,100,4.0,40,2000.0,1,B4
D0420,HTOL,100,4.0,40,869.4981782640529,0,B4
D0421,HTOL,100,4.0,40,1109.1798805156589,0,B4
D0422,HTOL,100,4.0,40,2000.0,1,B2
D0423,HTOL,100,4.0,40,475.8379005751416,0,B3
D0424,HTOL,100,4.0,40,1866.9763355312418,0,B2
D0425,HTOL,100,4.0,40,753.8116184797343,0,B3
D0426,HTOL,100,4.0,40,2000.0,1,B2
D0427,HTOL,100,4.0,40,1247.0106656059918,0,B2
D0428,HTOL,100,4.0,40,1322.7800734836226,0,B2
D0429,HTOL,100,4.0,40,2000.0,1,B2
D0430,HTOL,100,4.0,40,2000.0,1,B4
D0431,HTOL,100,4.0,40,2000.0,1,B1
D0432,HTOL,100,4.0,40,2000.0,1,B4
D0433,HTOL,100,4.0,40,1588.7192126998725,0,B3
D0434,HTOL,100,4.0,40,2000.0,1,B2
D0435,HTOL,100,4.0,40,2000.0,1,B4
D0436,HTOL,100,4.0,40,1364.3115835038666,0,B4
D0437,HTOL,100,4.0,40,1545.2395511271507,0,B1
D0438,HTOL,100,4.0,40,2000.0,1,B1
D0439,HTOL,100,4.0,40,941.0119250535184,0,B1
D0440,HTOL,100,4.0,40,575.9050653375114,0,B1
D0441,HTOL,100,4.0,40,2000.0,1,B2
D0442,HTOL,100,4.0,40,2000.0,1,B2
D0443,HTOL,100,4.0,40,2000.0,1,B1
D0444,HTOL,100,4.0,40,423.5319355433321,0,B4
D0445,HTOL,100,4.0,40,1883.210291056344,0,B2
D0446,HTOL,100,4.0,40,951.536080734204,0,B3
D0447,HTOL,100,4.0,40,843.5752683004281,0,B2
D0448,HTOL,100,4.0,40,2000.0,1,B4
D0449,HTOL,100,4.0,40,1198.1481212530778,0,B1
D0450,HTOL,100,4.0,40,1527.726349981731,0,B2
D0451,HTOL,100,4.0,40,2000.0,1,B4
D0452,HTOL,100,4.0,40,571.5057383481987,0,B3
D0453,HTOL,100,4.0,40,430.8909400088865,0,B4
D0454,HTOL,100,4.0,40,1244.8084944715804,0,B1
D0455,HTOL,100,4.0,40,254.79718099817862,0,B3
D0456,HTOL,100,4.0,40,2000.0,1,B1
D0457,HTOL,100,4.0,40,745.9325456143825,0,B4
D0458,HTOL,100,4.0,40,1634.3797137936406,0,B2
D0459,HTOL,100,4.0,40,1127.7544591319215,0,B3
D0460,HTOL,100,4.0,40,903.8174841128222,0,B3
D0461,HTOL,100,4.0,40,673.9683337156393,0,B2
D0462,HTOL,100,4.0,40,875.2375989399999,0,B4
D0463,HTOL,100,4.0,40,1392.2407901157844,0,B3
D0464,HTOL,100,4.0,40,1112.9661261413862,0,B3
D0465,HTOL,100,4.0,40,2000.0,1,B4
D0466,HTOL,100,4.0,40,1594.1124721610702,0,B4
D0467,HTOL,100,4.0,40,635.8122063514564,0,B2
D0468,HTOL,100,4.0,40,2000.0,1,B2
D0469,HTOL,100,4.0,40,593.45898759836,0,B3
D0470,HTOL,100,4.0,40,1435.5184349057658,0,B2
D0471,HTOL,100,4.0,40,1899.012357988258,0,B2
D0472,HTOL,100,4.0,40,2000.0,1,B2
D0473,HTOL,100,4.0,40,1232.8559035777591,0,B4
D0474,HTOL,100,4.0,40,2000.0,1,B1
